Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (13.41, 0.54, -15.56), Time: 0.0025s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 1, Hit: (12.93, 0.92, -15.19), Time: 0.0046s, Energy: 0.36
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 2, Hit: (12.93, 0.92, -15.19), Time: 0.0046s, Energy: 0.22
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (11.38, 3.00, -19.74), Time: 0.0145s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 1, Hit: (11.24, 2.89, -19.95), Time: 0.0153s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 2, Hit: (10.05, 1.98, -18.25), Time: 0.0219s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (13.89, 0.82, -16.02), Time: 0.0006s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 1, Hit: (12.51, 3.00, -16.27), Time: 0.0082s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (12.02, 2.94, -19.95), Time: 0.0141s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 1, Hit: (11.95, 3.00, -19.82), Time: 0.0145s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 2, Hit: (10.35, 1.43, -16.62), Time: 0.0259s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 3, Hit: (10.28, 1.49, -16.50), Time: 0.0264s, Energy: 0.23
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 4, Hit: (10.05, 1.72, -16.96), Time: 0.0280s, Energy: 0.18
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (14.48, 0.82, -15.83), Time: 0.0016s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (19.95, 2.81, -13.85), Time: 0.0195s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (19.44, 3.00, -13.67), Time: 0.0212s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (11.25, 3.00, -18.96), Time: 0.0131s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (10.34, 2.33, -19.95), Time: 0.0175s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 2.13, -19.64), Time: 0.0189s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (13.66, 0.70, -19.95), Time: 0.0116s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (13.30, 0.37, -15.67), Time: 0.0242s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (12.13, 3.00, -12.65), Time: 0.0126s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (10.68, 1.45, -10.05), Time: 0.0224s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 0.78, -11.18), Time: 0.0267s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (11.05, 0.14, -17.19), Time: 0.0096s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (13.82, 0.82, -15.98), Time: 0.0007s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 1, Hit: (11.64, 3.00, -15.76), Time: 0.0097s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 1.42, -15.59), Time: 0.0163s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (13.79, 3.00, -17.35), Time: 0.0071s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (10.05, 0.76, -19.85), Time: 0.0161s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 1, Hit: (10.15, 0.75, -19.95), Time: 0.0165s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (14.11, 0.82, -15.87), Time: 0.0007s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 1, Hit: (15.46, 3.00, -14.30), Time: 0.0095s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (14.30, 0.82, -15.68), Time: 0.0014s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (17.98, 3.00, -11.77), Time: 0.0183s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 2, Hit: (19.60, 2.04, -10.05), Time: 0.0257s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 3, Hit: (19.95, 1.84, -10.42), Time: 0.0273s, Energy: 0.31
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 4, Hit: (19.33, 3.00, -14.12), Time: 0.0388s, Energy: 0.25
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (14.10, 0.82, -15.84), Time: 0.0007s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (14.10, 0.82, -15.84), Time: 0.0007s, Energy: 0.36
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 2, Hit: (14.10, 0.82, -15.84), Time: 0.0007s, Energy: 0.22
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 3, Hit: (17.14, 3.00, -16.26), Time: 0.0117s, Energy: 0.17
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 4, Hit: (19.95, 1.00, -16.65), Time: 0.0219s, Energy: 0.14
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (13.99, 0.82, -15.94), Time: 0.0005s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (13.89, 3.00, -15.24), Time: 0.0072s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (12.89, 1.07, -19.95), Time: 0.0120s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (13.98, 0.82, -15.96), Time: 0.0005s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (13.39, 0.54, -15.63), Time: 0.0025s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (12.93, 0.88, -15.35), Time: 0.0043s, Energy: 0.36
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 2, Hit: (14.51, 3.00, -14.06), Time: 0.0129s, Energy: 0.29
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (10.51, 3.00, -15.74), Time: 0.0118s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (10.05, 2.74, -15.70), Time: 0.0133s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 2, Hit: (12.83, 1.15, -15.49), Time: 0.0227s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 3, Hit: (14.69, 3.00, -15.32), Time: 0.0303s, Energy: 0.31
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (14.02, 0.82, -16.08), Time: 0.0006s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (14.21, 3.00, -17.04), Time: 0.0075s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (10.05, 2.46, -13.51), Time: 0.0143s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (11.52, 3.00, -12.58), Time: 0.0196s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 2, Hit: (15.52, 1.52, -10.05), Time: 0.0340s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (15.99, 2.57, -19.95), Time: 0.0137s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (16.54, 3.00, -18.85), Time: 0.0175s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 2, Hit: (19.95, 0.32, -12.09), Time: 0.0409s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (14.74, 3.00, -16.08), Time: 0.0062s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (13.98, 0.82, -15.89), Time: 0.0006s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (13.79, 3.00, -14.52), Time: 0.0081s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (19.95, 1.08, -19.72), Time: 0.0205s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (19.59, 1.08, -19.95), Time: 0.0217s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (13.82, 0.82, -15.71), Time: 0.0011s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (11.65, 3.00, -12.05), Time: 0.0150s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (10.46, 1.81, -10.05), Time: 0.0227s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 3, Hit: (10.05, 1.40, -10.73), Time: 0.0253s, Energy: 0.31
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (13.87, 0.82, -16.09), Time: 0.0007s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (12.23, 3.00, -17.24), Time: 0.0093s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (10.05, 0.11, -18.77), Time: 0.0208s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (14.01, 0.82, -15.99), Time: 0.0005s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (17.79, 1.25, -10.05), Time: 0.0206s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (19.95, 1.39, -13.44), Time: 0.0323s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (15.80, 1.67, -19.95), Time: 0.0548s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (14.00, 3.00, -16.67), Time: 0.0062s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (14.00, 3.00, -16.67), Time: 0.0062s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (10.05, 1.93, -12.61), Time: 0.0230s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 3, Hit: (12.54, 1.25, -10.05), Time: 0.0336s, Energy: 0.41
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (14.65, 3.00, -17.50), Time: 0.0075s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (14.65, 3.00, -17.50), Time: 0.0075s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (12.27, 1.91, -19.95), Time: 0.0180s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 3, Hit: (10.42, 1.05, -18.03), Time: 0.0261s, Energy: 0.31
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 4, Hit: (13.28, 0.04, -15.64), Time: 0.0374s, Energy: 0.18
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (19.70, 1.23, -19.95), Time: 0.0202s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (19.95, 1.24, -19.78), Time: 0.0211s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (15.69, 3.00, -14.47), Time: 0.0088s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (10.52, 1.35, -19.95), Time: 0.0154s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (10.05, 1.39, -19.42), Time: 0.0175s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (16.19, 3.00, -17.92), Time: 0.0103s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (18.50, 0.89, -19.95), Time: 0.0212s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (12.91, 3.00, -17.55), Time: 0.0080s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (13.97, 0.82, -15.97), Time: 0.0005s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (13.72, 1.38, -10.05), Time: 0.0174s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (13.25, 2.01, -19.95), Time: 0.0464s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (12.79, 2.63, -10.05), Time: 0.0753s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 3, Hit: (12.79, 2.63, -10.05), Time: 0.0753s, Energy: 0.41
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (16.40, 3.00, -13.05), Time: 0.0125s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (14.03, 0.82, -15.94), Time: 0.0006s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (14.41, 3.00, -15.15), Time: 0.0074s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (12.39, 3.00, -14.33), Time: 0.0089s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (10.05, 0.10, -11.90), Time: 0.0219s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (14.67, 0.82, -15.17), Time: 0.0031s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (18.85, 1.91, -10.05), Time: 0.0227s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (19.95, 2.20, -11.40), Time: 0.0278s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 3, Hit: (16.89, 3.00, -15.15), Time: 0.0421s, Energy: 0.31
Source: (14.00, 1.00, -16.00), Receiver: (11.00, 1.00, -19.00), Reflection: 4, Hit: (12.98, 1.98, -19.95), Time: 0.0604s, Energy: 0.25
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (12.66, 1.86, -19.95), Time: 0.0124s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (10.90, 3.00, -14.76), Time: 0.0287s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 2.45, -12.26), Time: 0.0366s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 3, Hit: (10.80, 1.97, -10.05), Time: 0.0435s, Energy: 0.41
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (10.05, 1.36, -16.71), Time: 0.0117s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (14.03, 0.82, -16.01), Time: 0.0005s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (11.36, 3.00, -15.43), Time: 0.0107s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 1.94, -15.15), Time: 0.0157s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (16.38, 3.00, -17.40), Time: 0.0099s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (15.60, 3.00, -13.83), Time: 0.0098s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (12.95, 0.75, -15.59), Time: 0.0034s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (13.82, 0.80, -15.26), Time: 0.0061s, Energy: 0.36
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 2, Hit: (10.05, 1.01, -13.84), Time: 0.0178s, Energy: 0.29
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (13.83, 2.36, -19.95), Time: 0.0122s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (13.76, 3.00, -18.08), Time: 0.0179s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 2, Hit: (13.42, 0.24, -10.05), Time: 0.0427s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (14.46, 3.00, -15.88), Time: 0.0060s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (14.96, 0.82, -15.76), Time: 0.0125s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 2, Hit: (15.46, 3.00, -15.63), Time: 0.0190s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 3, Hit: (15.96, 0.82, -15.50), Time: 0.0255s, Energy: 0.23
Source: (14.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 4, Hit: (15.23, 3.00, -13.76), Time: 0.0339s, Energy: 0.18
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (10.05, 2.79, -16.55), Time: 0.0128s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (10.50, 3.00, -16.62), Time: 0.0142s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (11.09, 3.00, -19.47), Time: 0.0144s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (10.68, 2.72, -19.95), Time: 0.0164s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 2, Hit: (10.05, 2.29, -19.20), Time: 0.0196s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (14.43, 3.00, -15.85), Time: 0.0060s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (14.90, 0.82, -15.69), Time: 0.0125s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 2, Hit: (15.36, 3.00, -15.53), Time: 0.0190s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 3, Hit: (15.83, 0.82, -15.37), Time: 0.0255s, Energy: 0.23
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (12.61, 3.00, -13.97), Time: 0.0092s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (13.32, 0.33, -19.95), Time: 0.0118s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (12.91, 1.04, -15.59), Time: 0.0034s, Energy: 0.60
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (18.83, 3.00, -13.33), Time: 0.0227s, Energy: 0.48
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (19.95, 2.63, -12.90), Time: 0.0264s, Energy: 0.38
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 3, Hit: (12.48, 0.15, -10.05), Time: 0.0508s, Energy: 0.31
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (10.47, 3.00, -14.60), Time: 0.0125s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (10.05, 2.76, -14.43), Time: 0.0140s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (13.97, 3.00, -17.70), Time: 0.0077s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (13.94, 0.36, -19.95), Time: 0.0178s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (13.17, 3.00, -15.79), Time: 0.0063s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (10.05, 1.70, -15.72), Time: 0.0117s, Energy: 0.80
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (17.41, 3.00, -15.19), Time: 0.0336s, Energy: 0.64
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (19.95, 2.55, -15.01), Time: 0.0411s, Energy: 0.51
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 3, Hit: (19.81, 3.00, -16.77), Time: 0.0464s, Energy: 0.41
Source: (14.00, 1.00, -16.00), Receiver: (15.00, 1.00, 0.00), Reflection: 4, Hit: (19.56, 2.18, -19.95), Time: 0.0560s, Energy: 0.33
Source: (0.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-4.95, 1.59, -18.26), Time: 0.0150s, Energy: 0.15
Source: (0.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-0.33, 0.00, -19.27), Time: 0.0031s, Energy: 0.20
Source: (0.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-1.13, 2.07, -19.95), Time: 0.0047s, Energy: 0.15
Source: (0.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-0.82, 2.40, -19.95), Time: 0.0049s, Energy: 0.15
Source: (0.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (1.35, 0.00, -18.37), Time: 0.0059s, Energy: 0.20
Source: (0.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (0.48, 3.00, -16.42), Time: 0.0108s, Energy: 0.80
Source: (0.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (1.21, 0.00, -11.79), Time: 0.0270s, Energy: 0.16
Source: (0.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-0.54, 0.88, -19.95), Time: 0.0021s, Energy: 0.15
Source: (0.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-0.01, 1.15, -19.95), Time: 0.0014s, Energy: 0.15
Source: (0.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-1.64, 3.00, -19.88), Time: 0.0076s, Energy: 0.80
